"Created-At";"From-User";"From-User-Id";"To-User";"To-User-Id";"Language";"Source";"Text";"Geo-Location-Latitude";"Geo-Location-Longitude";"Retweet-Count";"Id"
11/13/19 10:40 AM;"Dilma Daenerys ??";"241086359";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @HaddadDebochado: Jair Bolsonaro disse ao deputado Luiz Philippe de Orleans e Bragança, o príncipe sem reino e sem coroa, na reunião com…";;;137;"1194595894248845318"
11/13/19 10:40 AM;"Brellisario Belivet";"388243963";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @choracuica: RT ? Mourão chegando hoje no escritório e pedindo pro assessor descolar o telefone do Temer.

- Alô querido, é o Mourão.
-…";;;224;"1194595894106218496"
11/13/19 10:40 AM;"Maria Silveira";"2891239233";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595891669274624"
11/13/19 10:40 AM;"rei";"1183776780450193408";"DCM_online";"43340387";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"@DCM_online Pra cima de Mourão! @GeneralMourao";;;0;"1194595879874912256"
11/13/19 10:40 AM;"paulo bruschi";"196280157";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @o_antagonista: “Você deveria ter sido meu vice, e não esse Mourão aí” https://t.co/4S1IcWZLWO";;;26;"1194595876301357057"
11/13/19 10:40 AM;"Paulo da Molokai Brazil Fitness Food.";"1136927393409576960";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595867996688384"
11/13/19 10:40 AM;"Gaudério";"171329134";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595862762205184"
11/13/19 10:40 AM;"Juliana Petri";"120553054";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595858001645568"
11/13/19 10:40 AM;"LULA: O homem da Causa Brasil";"1560797137";;"-1";"pt";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"Mourão, Carluxo e o “pede pra sair” de Bolsonaro https://t.co/g2Jhbosy16";;;0;"1194595856609140737"
11/13/19 10:40 AM;"Nelson Simões Filho";"2907122089";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @penteadonando: Se vc tivesse 3 príncipes cagando no seu reinado, iria repensar a educação deles ou buscar um 4° pra ver se a coisa flui…";;;2;"1194595851886309377"
11/13/19 10:40 AM;"GOD Saved the Print";"1173990065376247809";"alefrota77";"1165773652190736384";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"@alefrota77 tuitou: 'O Bolsonaro podia pelo menos falar para o Brasil por que ... decidiu não levar o príncipe como vice. Me ligou às 5 da manhã ..., me pediu o celular do @levyfidelix para poder ligar para @GeneralMourao. Conta das fotos, @jairbolsonaro 

https://t.co/ZAs8sqWwdt";;;0;"1194595836266717184"
11/13/19 10:40 AM;"jeff jd ?????????4???? ????????";"706083952155566081";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595831241986049"
11/13/19 10:40 AM;"claudio";"305259099";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595828750524417"
11/13/19 10:40 AM;"Sirlei Margarete Flesch";"1141153028361338885";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @MarceloBackes12: “Você deveria ter sido meu vice, e não esse Mourão aí”, diz Jair Bolsonaro, sábio às avessas, ao príncipe Luiz Philipp…";;;229;"1194595823910301696"
11/13/19 10:40 AM;"Sebastian";"1182500896812535809";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595819913134081"
11/13/19 10:40 AM;"Jorge Machado Garcia";"871145914156625921";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @conexaopolitica: Brasil será mais próspera democracia liberal do hemisfério, diz Mourão https://t.co/vTNmavApJ4";;;359;"1194595819644690433"
11/13/19 10:40 AM;"Tijolaço";"87324565";;"-1";"pt";"<a href='http://www.facebook.com/twitter' rel='nofollow'>Facebook</a>";"Mourão, Carluxo e o 'pede pra sair' de Bolsonaro - TIJOLAÇO | “A política, sem polêmica, é a arma das elites.” https://t.co/6Y40kgn9nT";;;0;"1194595811629420545"
11/13/19 10:40 AM;"flavio henrique";"408861359";;"-1";"pt";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"Mourão, Carluxo e o “pede pra sair” de Bolsonaro https://t.co/uKxrFMpYJc via @tijolaco";;;0;"1194595810375356417"
11/13/19 10:40 AM;"Christian Vichi";"724245741510758400";"VEJA";"17715048";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"@VEJA Qtos sapos o Mourão é capaz de engolir?";;;0;"1194595792180432896"
11/13/19 10:40 AM;"JoãoVictor";"4707030262";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595785318555648"
11/13/19 10:40 AM;"Sherrinford";"2149883907";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @VEJA: Bolsonaro revela que preferia ‘príncipe’ como vice no lugar de Mourão https://t.co/jUFCmyCJ9Z";;;7;"1194595783888265217"
11/13/19 10:39 AM;"tania miranda";"3159565997";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"Brasil será mais próspera democracia liberal do hemisfério, diz Mourão https://t.co/z9bjhYfXHx";;;0;"1194595766007934976"
11/13/19 10:39 AM;"laranjada d mito!?????";"4290706468";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @brasil247: Bolsonaro ofende Hamilton Mourão ao dizer que não o queria como vice https://t.co/47f7qADWhc";;;293;"1194595764430921728"
11/13/19 10:39 AM;"aron";"59534191";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @choracuica: RT ? Mourão chegando hoje no escritório e pedindo pro assessor descolar o telefone do Temer.

- Alô querido, é o Mourão.
-…";;;224;"1194595753890594816"
11/13/19 10:39 AM;"João Jaques";"2440686168";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @conexaopolitica: Brasil será mais próspera democracia liberal do hemisfério, diz Mourão https://t.co/vTNmavApJ4";;;359;"1194595734118633472"
11/13/19 10:39 AM;"Carlos Bolsonaro. ??";"717535096899772416";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595729773387777"
11/13/19 10:39 AM;"Guilherme Carneiro Nery";"1157442781314506752";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595701788991489"
11/13/19 10:39 AM;"Elves Vilar Dias";"1334824508";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @brasil247: Bolsonaro ofende Hamilton Mourão ao dizer que não o queria como vice https://t.co/47f7qADWhc";;;293;"1194595695979835394"
11/13/19 10:39 AM;"Adriana Faria";"2565594563";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595683879325696"
11/13/19 10:39 AM;"Renata";"1192888641909080065";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @UOLNoticias: Você deveria ter sido meu vice, e não esse Mourão aí, diz Bolsonaro a príncipe https://t.co/MtalCdihrg";;;390;"1194595642317950976"
11/13/19 10:39 AM;"laranjada d mito!?????";"4290706468";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @monicabergamo: Bolsonaro ao príncipe: você deveria ter sido meu vive e não esse Mourão aí:
https://t.co/WedsuvnbHt";;;480;"1194595640333996032"
11/13/19 10:39 AM;"Cauê Chu'bS";"182876231";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @choracuica: RT ? Mourão chegando hoje no escritório e pedindo pro assessor descolar o telefone do Temer.

- Alô querido, é o Mourão.
-…";;;224;"1194595637838393344"
11/13/19 10:39 AM;"Marci Barbosa";"965749146543120384";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @YviMcarneiro: Um radialista fez o seguinte comentário agora:

“ Mas rapaz!O presidente comentou na tampa e na lata q preferia o Príncip…";;;51;"1194595633522454529"
11/13/19 10:39 AM;"Ariel Marie";"2992649441";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595628942286853"
11/13/19 10:39 AM;"Bolsominion Reverso KGB da Reserva";"182791486";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595607446458368"
11/13/19 10:39 AM;"Beto Pereira";"3435896139";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @worgtal: @vivi_scans Que Mourão é obviamente *menos* estúpido que Bolsonaro, já percebemos. Mas é estúpido também. https://t.co/zNowUBt…";;;11;"1194595591524933632"
11/13/19 10:39 AM;"Vitor Piedade";"2428187439";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @choracuica: RT ? Mourão chegando hoje no escritório e pedindo pro assessor descolar o telefone do Temer.

- Alô querido, é o Mourão.
-…";;;224;"1194595587649363968"
11/13/19 10:39 AM;"Matheus Fritzen";"46910452";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595584998608896"
11/13/19 10:39 AM;"Paulo Cesar dos Sant";"842536438566703104";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @alefrota77: Mônica Bergamo: Você deveria ter sido meu vice, e não esse Mourão aí, diz Bolsonaro a príncipe. Como vc é mentiroso @jairbo…";;;126;"1194595572273029120"
11/13/19 10:39 AM;"Princesa Keullovers";"1348063772";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595558385704960"
11/13/19 10:39 AM;"Anivaldo RB";"3152985753";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595538018152448"
11/13/19 10:39 AM;"Samuel";"1186279079877730304";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595533945483264"
11/13/19 10:39 AM;"José Arcesio Rodrigues Júnior";"1018561758821273608";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595533240836096"
11/13/19 10:39 AM;"Flávia";"1084856362549608448";"BragaLoTrends";"1150568144462893056";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"@BragaLoTrends Que imbecil! 'esse Mourão aí'
Ele descarta td mundo q não concorde ou faça o q ele qr e ainda parece uma velha fofoqueira. Tds são inimigos!
Cansa!";;;0;"1194595529675747329"
11/13/19 10:38 AM;"rest in peace sulli";"1062803567822675971";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @HaddadDebochado: Jair Bolsonaro disse ao deputado Luiz Philippe de Orleans e Bragança, o príncipe sem reino e sem coroa, na reunião com…";;;137;"1194595510314848257"
11/13/19 10:38 AM;"laranjada d mito!?????";"4290706468";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @alefrota77: Mônica Bergamo: Você deveria ter sido meu vice, e não esse Mourão aí, diz Bolsonaro a príncipe. Como vc é mentiroso @jairbo…";;;126;"1194595494896508935"
11/13/19 10:38 AM;"Jayne";"193515332";"gordinhoef";"308479229";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"@gordinhoef @MandyMpart2 Ele disse que se não fosse por dossiês falsos armados por Bebianno, quem teria sido escolhido vice seria o príncipe mesmo. Ele só não atacou o Mourão, como estão dizendo. Ele apenas disse isso, a verdade.";;;0;"1194595467214102528"
11/13/19 10:38 AM;"Micheline Maria";"972199662450069504";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595455981756416"
11/13/19 10:38 AM;"E.E.E.F.M. Profa Britney Spears";"15909005";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @Debora_D_Diniz: Presidente Bolsonaro disse que “casou errado”. A figura da vez não foi Michelle mas o vice Gal Mourão. Seu gozo com os…";;;192;"1194595427909279746"
11/13/19 10:38 AM;"Kiko Azevedo #LulaLivre?";"74444498";;"-1";"pt";"<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>";"Via @estadao: Bolsonaro diz que príncipe deveria ter sido o seu vice 'não esse Mourão aí' -  https://t.co/PoDoN5mvxa";;;0;"1194595427728920576"
11/13/19 10:38 AM;"Felipe de lima";"192914322";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @o_antagonista: “Você deveria ter sido meu vice, e não esse Mourão aí” https://t.co/4S1IcWZLWO";;;26;"1194595416584720385"
11/13/19 10:38 AM;"Derek ?";"147273979";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595396909240326"
11/13/19 10:38 AM;"TUCÃO. #LulaLivre";"899739634703454210";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @brasil247: Bolsonaro ofende Hamilton Mourão ao dizer que não o queria como vice https://t.co/47f7qADWhc";;;293;"1194595391993470977"
11/13/19 10:38 AM;"Elmina Gouveia";"1122882555630559233";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595391532077056"
11/13/19 10:38 AM;"???";"2743203839";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @izanildosabino: Seu Jair muda de partido como muda de roupa.

Os q ajudaram na eleição disseminando fakes agora são descartadados como…";;;12;"1194595377195950081"
11/13/19 10:38 AM;"Travesty Nas Horas Vagas";"759562620991107072";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @ThiagoKrause2: Toda semana um general humilhado nesse governo - excelente ideia brigar com o vice, por sinal. Dilma que o diga...
https…";;;14;"1194595368832516097"
11/13/19 10:38 AM;"Fabiano Klostermann";"45227904";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595366043373568"
11/13/19 10:38 AM;"Princesa Keullovers";"1348063772";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @monicabergamo: Bolsonaro ao príncipe: você deveria ter sido meu vive e não esse Mourão aí:
https://t.co/WedsuvnbHt";;;480;"1194595354450243585"
11/13/19 10:38 AM;"Nelson Simões Filho";"2907122089";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @BernardoMF: Da @monicabergamo: “Você deveria ter sido meu vice, e não esse Mourão aí”, diz Bolsonaro a príncipe. “Eu casei errado, agor…";;;105;"1194595346040709120"
11/13/19 10:38 AM;"?L@ Vie en Rose?";"489628282";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595342232309766"
11/13/19 10:38 AM;"jacqueline brito";"433842487";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @AntonioSous: #GilmarMendesImpeachment    Brasil será mais próspera democracia liberal do hemisfério, diz Mourão https://t.co/kD8B3VdDd9";;;98;"1194595340575477760"
11/13/19 10:38 AM;"Eliseu - Brasil ??";"791882858709278720";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595331704578048"
11/13/19 10:38 AM;"Nitroglycerine";"1003801362826776576";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595324679118848"
11/13/19 10:38 AM;"Daniel Conservador ????????";"1283588820";;"-1";"pt";"<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>";"RT @leandroruschel: A assessora de imprensa do PT na Folha mente! Quer criar intrigas, para variar.

O presidente não atacou Mourão na conv…";;;174;"1194595315329982467"
11/13/19 10:38 AM;"MarioBrasil";"1110560603658170370";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @conexaopolitica: Brasil será mais próspera democracia liberal do hemisfério, diz Mourão https://t.co/vTNmavApJ4";;;359;"1194595313006317570"
11/13/19 10:38 AM;"Edilene Morais";"356245161";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @UOLNoticias: Você deveria ter sido meu vice, e não esse Mourão aí, diz Bolsonaro a príncipe https://t.co/MtalCdihrg";;;390;"1194595312565923840"
11/13/19 10:38 AM;"Pedro";"1103754124502462465";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @alefrota77: O Bolsonaro podia pelo menos falar para o Brasil porque na madrugada da convenção do Psl decidiu não levar o Príncipe como…";;;369;"1194595309747347456"
11/13/19 10:38 AM;"ladyvicspanhol";"2339955411";;"-1";"pt";"<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>";"RT @AgoraNoticiasBr: Brasil será mais próspera democracia liberal do hemisfério, diz Mourão

Vice-presidente fez declaração durante evento…";;;45;"1194595287165284353"
11/13/19 10:38 AM;"Deyna";"1181160215749771269";;"-1";"pt";"<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>";"RT @DCM_online: Bolsonaro humilha general e diz a “príncipe”: “Você deveria ter sido meu vice, e não esse Mourão aí” https://t.co/QXmBgXMEl5";;;337;"1194595286762606592"
